time,temp,oside
2.5000000000000015e-07,2070.756718684132,2149.711844720404
1.1000000000000005e-06,2069.987237101284,2150.379239551477
1.95e-06,2069.055410407577,2151.672243850816
2.7999999999999994e-06,2079.319428401687,2144.4290565025435
3.6499999999999998e-06,2151.691161064237,2153.8147780067748
4.5e-06,2222.997170836345,2175.8175628261406
5.3500000000000004e-06,2241.5854571496643,2202.9423508339555
6.200000000000001e-06,2235.989085766096,2224.508967387591
7.049999999999999e-06,2219.8235265720227,2237.499808538564
7.899999999999999e-06,2201.010001015828,2241.390007992301
8.75e-06,2185.536988210183,2235.7430938994607
9.6e-06,2170.126906486844,2228.788479907068
1.045e-05,2155.092145559413,2220.2980755859426
1.13e-05,2144.8208613740976,2210.5002800027323
1.215e-05,2131.6920524392026,2200.8771818441046
1.3000000000000001e-05,2123.591118794712,2192.32715672552
1.3850000000000001e-05,2112.6818189271858,2188.584693628532
1.4700000000000002e-05,2105.4774739226705,2180.3055649100825
1.5550000000000002e-05,2098.036735812128,2177.468955300635
1.6400000000000002e-05,2090.810343972761,2170.24304401176
1.7250000000000003e-05,2086.0347521050007,2163.9050638317685
1.81e-05,2082.936497175076,2160.2161830494574
