time,temp,oside
0.0625e-06,2069.244660636067,2246.1034755355904
0.4875e-06,2068.7118130012414,2241.9477110139233
0.9125e-06,2066.243061626494,2245.4737092095606
1.3375e-06,2070.293069547899,2246.8371422512573
1.7625e-06,2072.856357899591,2243.1673213779086
2.1875e-06,2069.83600742232,2241.12927834112
2.6125e-06,2068.4204744094163,2249.860710883788
3.0375e-06,2071.2300701704407,2238.5100318125137
3.8875e-06,2075.45857059804,2252.9473855607544
3.4625e-06,2072.971367338732,2248.993372786668
4.3125e-06,2074.0227496163566,2246.6823513513327
4.7375e-06,2082.355020934315,2260.1739194329457
5.1625e-06,2096.5043040123314,2252.4687777992654
5.5875e-06,2200.80863700232,2252.217745081958
6.0125e-06,2362.3253871124057,2268.3651019842055
6.4375e-06,2342.9098485740324,2269.2196442286363
6.8625e-06,2291.0052981588196,2272.7904700611453
7.2875e-06,2266.647750272245,2291.5594311452524
7.7125e-06,2251.2549730115487,2293.3791274362875
8.1375e-06,2235.9338370323608,2291.3988920969232
8.5625e-06,2225.1072605329236,2303.133884330276
8.9875e-06,2216.6106521586038,2309.7403312828346
9.4125e-06,2211.023182357137,2305.460577208863
9.8375e-06,2206.3423376462633,2310.0159524198676
10.2625e-06,2193.51151641415,2306.037412856115
10.6875e-06,2184.252352787678,2308.916480259902
11.1125e-06,2178.422257206139,2305.456049461588
11.5375e-06,2174.068278775598,2302.491951102396
11.9625e-06,2164.2703084059826,2301.662026058057
12.3875e-06,2155.4134826027553,2305.2028080445093
12.8125e-06,2151.9891051803165,2310.023647874921
13.2375e-06,2146.1568261743973,2312.073186306238
13.6625e-06,2142.8657299717356,2299.854020279697
14.0875e-06,2135.6106304353543,2300.132077427518
14.5125e-06,2130.9297461226956,2306.882808877553
14.9375e-06,2126.973320904921,2304.2611874717977
15.3625e-06,2123.752861729685,2293.482555355178
15.7875e-06,2119.929938929198,2293.4170155718966
16.2125e-06,2119.378573035837,2297.3538792931513
16.6375e-06,2113.5543506214995,2289.837286281353
17.0625e-06,2110.9513384398865,2290.465475296483
17.4875e-06,2110.8993459618364,2285.522616532495
17.9125e-06,2110.090722911455,2283.0447460199566
18.3375e-06,2107.762858495964,2284.0936513946026
18.7625e-06,2102.338606095026,2294.3846944345146
19.1875e-06,2100.258225521664,2280.065020510232
19.6125e-06,2100.615580289625,2269.765680499191
20.0375e-06,2099.3012056728,2276.103159373624
