time,temp,oside
0.0625e-06,1889.5491628529749,2102.470711881147
0.4875e-06,1887.0007940847308,2105.150612000188
0.9125e-06,1889.641861105346,2101.003903016169
1.3375e-06,1888.1745305210704,2096.836755756857
1.7625e-06,1889.0691004540329,2091.948324853962
2.1875e-06,1884.8571713958113,2092.668762918914
2.6125e-06,1888.0832729266765,2103.956922913201
3.0375e-06,1890.191286908496,2088.089971158132
3.4625e-06,1892.945071938884,2096.327284969437
3.8875e-06,1893.6485126886005,2095.663458456177
4.3125e-06,1891.6143071623555,2089.5424517677875
4.7375e-06,1902.5975558323173,2102.887116706432
5.1625e-06,1915.6428572849163,2100.559331726363
5.5875e-06,2006.9927268229908,2098.8985043789494
6.0125e-06,2168.7070760853735,2102.3084033550913
6.4375e-06,2159.8986881954556,2099.902336658035
6.8625e-06,2109.8706766752985,2097.8594585286114
7.2875e-06,2086.5325827285324,2106.923785350292
7.7125e-06,2070.8356494110403,2122.5083191323547
8.1375e-06,2055.5137367899915,2127.224578410539
8.5625e-06,2044.124123307198,2132.801683518342
8.9875e-06,2031.2888549308884,2125.8630783397934
9.4125e-06,2023.6460745533764,2127.7733010709944
9.8375e-06,2015.3133923545395,2132.986858475122
10.2625e-06,2008.0205772119148,2138.924473885088
10.6875e-06,1998.0032522030197,2140.021848742922
11.1125e-06,1994.9687575334067,2139.8971860017587
11.5375e-06,1986.4428768353512,2141.4857323523138
11.9625e-06,1978.0835546104804,2141.0130792282403
12.3875e-06,1970.660156943143,2145.450922780416
12.8125e-06,1964.552686635864,2136.356012211886
13.2375e-06,1959.6732027644227,2145.8523552586375
13.6625e-06,1954.537664019545,2141.554733955244
14.0875e-06,1948.3838501990012,2137.892126580688
14.5125e-06,1942.264505566127,2140.4410243406105
14.9375e-06,1939.7123707461656,2137.082751722336
15.3625e-06,1936.8710870635168,2133.4890461591112
15.7875e-06,1931.2604198996503,2134.0924230033875
16.2125e-06,1929.3141239355416,2136.0653666367343
16.6375e-06,1926.5656920790473,2132.0474516557274
17.0625e-06,1926.2215877671792,2129.173573825958
17.4875e-06,1922.3297455524223,2134.3415522362116
17.9125e-06,1922.8580763377624,2117.706813512083
18.3375e-06,1918.6919366468665,2119.2159765858246
18.7625e-06,1916.5697624745476,2124.4144630875994
19.1875e-06,1917.274597452022,2114.6935493550254
19.6125e-06,1916.7729520904732,2120.09159000924
20.0375e-06,1915.2601275522677,2116.4028986339504
